MAG	Domain	Phylum	Class	Order	Family	Genus	Species
Sg_CRR933408_bin.7	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	JACDCH01	UBA9382	
Sg_CRR933408_bin.8	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Pseudolysinimonas	
Sg_CRR933409_bin.10	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Malaciobacter_A	Malaciobacter_A pacificus
Sg_CRR933409_bin.12	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales			
Sg_CRR933409_bin.14	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio diabolicus
Sg_CRR933409_bin.16	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Pusillimonas_A	
Sg_CRR933409_bin.17	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Salipiger	Salipiger pacificus_A
Sg_CRR933409_bin.18	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales_A	Thalassospiraceae	Thalassospira	
Sg_CRR933409_bin.19	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudooceanicola	Pseudooceanicola marinus
Sg_CRR933409_bin.2	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Idiomarina	Idiomarina baltica
Sg_CRR933409_bin.22	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Oleiphilaceae	Marinobacter	
Sg_CRR933409_bin.24	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	Marinobacterium	
Sg_CRR933409_bin.4	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Oleiphilaceae	Marinobacter	Marinobacter pelagius_A
Sg_CRR933409_bin.5	Bacteria	Pseudomonadota	Alphaproteobacteria	Tistrellales	Tistrellaceae	Tistrella	Tistrella mobilis
Sg_CRR933409_bin.7	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Tsuneonella	Tsuneonella suprasediminis
Sg_CRR933409_bin.8	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Pseudidiomarina	Pseudidiomarina maritima_A
Sg_CRR933410_bin.10	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	
Sg_CRR933410_bin.11	Bacteria	Patescibacteria	CPR2	UBA1875	UBA1875	UBA1875	UBA1875 sp002338125
Sg_CRR933410_bin.12	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei_C
Sg_CRR933410_bin.14	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	JAAYGT01	
Sg_CRR933410_bin.15	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas	Hyphomonas sp002282565
Sg_CRR933410_bin.16	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	JAAYGT01	
Sg_CRR933410_bin.2	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	JAAYGT01	
Sg_CRR933410_bin.20	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudodonghicola	
Sg_CRR933410_bin.3	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales_A	Thalassospiraceae	Thalassospira	
Sg_CRR933410_bin.4	Bacteria	Actinomycetota	Coriobacteriia	Anaerosomatales	Anaerosomataceae	JASEEU01	
Sg_CRR933410_bin.5	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Frigidibacter	
Sg_CRR933410_bin.8	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Oleiphilaceae	Marinobacter	Marinobacter lutaoensis
Sg_CRR933411_bin.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	SZUA-611	
Sg_CRR933411_bin.12	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Aminidesulfovibrio	Aminidesulfovibrio aminophilus
Sg_CRR933411_bin.13	Bacteria	Bacillota_I	Bacilli_A	Acholeplasmatales	Acholeplasmataceae	UBA2284	
Sg_CRR933411_bin.14	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Halodesulfovibrio	
Sg_CRR933411_bin.15	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	UBA6796	UBA6796 sp002452815
Sg_CRR933411_bin.18	Bacteria	Patescibacteria	Paceibacteria	UBA6257	UBA6257	JAKJEG01	JAKJEG01 sp022705545
Sg_CRR933411_bin.19	Bacteria	Spirochaetota	Spirochaetia	Sphaerochaetales	Sphaerochaetaceae	Sphaerochaeta	Sphaerochaeta sp020054965
Sg_CRR933411_bin.20	Bacteria	Bacillota_A	Clostridia	Tissierellales	Sedimentibacteraceae	Sedimentibacter	
Sg_CRR933411_bin.24	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium shandongense
Sg_CRR933411_bin.26	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Acidaminobacteraceae	Fusibacter_C	Fusibacter_C sp002441045
Sg_CRR933411_bin.27	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Oleiphilaceae	Marinobacter	Marinobacter nauticus
Sg_CRR933411_bin.3	Bacteria	Spirochaetota	Spirochaetia	Sphaerochaetales	Sphaerochaetaceae	UBA8525	
Sg_CRR933411_bin.6	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter sp001037495
Sg_CRR933411_bin.7	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Bact-08	Bact-08 sp028707695
Sg_CRR933411_bin.8	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tenuifilaceae	UBA5206	UBA5206 sp002412705
Sg_CRR933412_bin.10	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	F082	UBA5536	
Sg_CRR933412_bin.11	Bacteria	Bacillota_A	Clostridia	Tissierellales	Dethiosulfatibacteraceae	UBA8670	UBA8670 sp003539375
Sg_CRR933412_bin.13	Bacteria	Bacillota_I	Bacilli_A	Acholeplasmatales	Acholeplasmataceae	Mariniplasma	
Sg_CRR933412_bin.14	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Oleiphilaceae	Marinobacter	Marinobacter profundi
Sg_CRR933412_bin.17	Bacteria	Bacillota_A	Clostridia	Tissierellales	Tissierellaceae	JANKMX01	
Sg_CRR933412_bin.19	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Bact-08	
Sg_CRR933412_bin.23	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Celeribacter	Celeribacter persicus
Sg_CRR933412_bin.25	Bacteria	Riflebacteria	Ozemobacteria	Ozemobacterales	Ozemobacteraceae	DYKG01	DYKG01 sp030446435
Sg_CRR933412_bin.26	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	UBA1877	UBA1877	
Sg_CRR933412_bin.27	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfomicrobiaceae	Desulfomicrobium	
Sg_CRR933412_bin.28	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Oleidesulfovibrio	Oleidesulfovibrio alaskensis
Sg_CRR933412_bin.29	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	DSM-6294	Thalassolituus	
Sg_CRR933412_bin.32	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Halarcobacter	Halarcobacter arenosus
Sg_CRR933412_bin.34	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio natriegens
Sg_CRR933412_bin.36	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Mariniphaga	
Sg_CRR933412_bin.4	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales_A	Thalassospiraceae	Thalassospira	Thalassospira xiamenensis
Sg_CRR933412_bin.6	Bacteria	Bacillota_A	Clostridia	Christensenellales	Christensenellaceae		
Sg_CRR933412_bin.9	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	Marinobacterium	Marinobacterium iners
Sg_CRR933413_bin.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium	Allorhizobium sp002377765
Sg_CRR933413_bin.11	Bacteria	Nitrospirota	Thermodesulfovibrionia	Thermodesulfovibrionales	Thermodesulfovibrionaceae	Thermodesulfovibrio	Thermodesulfovibrio yellowstonii
Sg_CRR933413_bin.12	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseovarius	Roseovarius sp002428225
Sg_CRR933413_bin.14	Bacteria	Bacillota_A	Clostridia	Caldicoprobacterales	Caldicoprobacteraceae	Caldicoprobacter	Caldicoprobacter algeriensis
Sg_CRR933413_bin.16	Bacteria	JANLFM01	JANLFM01	JANLFM01	JANLFM01	JANLFM01	JANLFM01 sp024655865
Sg_CRR933413_bin.19	Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Deferribacter	
Sg_CRR933413_bin.2	Bacteria	Patescibacteria	Paceibacteria	UBA6257	UBA6257	JAKJEG01	
Sg_CRR933413_bin.20	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Oleiphilaceae	Marinobacter	
Sg_CRR933413_bin.24	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Microbacterium	Microbacterium chocolatum
Sg_CRR933413_bin.26	Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferrivibrionaceae	Deferrivibrio	Deferrivibrio sp020054865
Sg_CRR933413_bin.29	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	Melioribacter	Melioribacter roseus
Sg_CRR933413_bin.31	Bacteria	Bacillota_B	DSM-12270	Thermacetogeniales	Thermacetogeniaceae		
Sg_CRR933413_bin.5	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Marinilabilia	
Sg_CRR933413_bin.7	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Hydrogenophilus	Hydrogenophilus thermoluteolus
Sg_CRR933414_bin.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Halomonas	Halomonas shengliensis
Sg_CRR933414_bin.10	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	Marinobacterium	
Sg_CRR933414_bin.11	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Pseudidiomarina	Pseudidiomarina tainanensis
Sg_CRR933414_bin.14	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Allosediminivita	
Sg_CRR933414_bin.15	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Thioclava	Thioclava marina
Sg_CRR933414_bin.8	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	Marinobacterium_D	Marinobacterium_D sp030602245
Sg_CRR933415_bin.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Oleiphilaceae	Marinobacter	
Sg_CRR933415_bin.10	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus marcusii
Sg_CRR933415_bin.11	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Qipengyuania	
Sg_CRR933415_bin.14	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Vreelandella	Vreelandella aquamarina
Sg_CRR933415_bin.15	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Albimonas	
Sg_CRR933415_bin.3	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Salinimicrobium	
Sg_CRR933415_bin.4	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Agrococcus	
Sg_CRR933415_bin.5	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	UBA1924		
Sg_CRR933416_bin.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Halomonas	Halomonas alimentaria
Sg_CRR933416_bin.4	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Oleiphilaceae	Marinobacter	
Sg_CRR933416_bin.6	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Oleiphilaceae	Marinobacter	Marinobacter vinifirmus
Sg_CRR933417_bin.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Stutzerimonas	
Sg_CRR933417_bin.10	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Tsuneonella	
Sg_CRR933417_bin.12	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Geodermatophilaceae	Blastococcus	
Sg_CRR933417_bin.14	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales_A	JACZKS01	JACZKS01	
Sg_CRR933417_bin.18	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Qipengyuania	
Sg_CRR933417_bin.2	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	F082	UBA5536	UBA5536 sp015709215
Sg_CRR933417_bin.21	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Marmoricola_A	
Sg_CRR933417_bin.22	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas vesicularis
Sg_CRR933417_bin.24	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Cellulomonadaceae	Actinotalea	
Sg_CRR933417_bin.29	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Croceibacterium	
Sg_CRR933417_bin.30	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ramlibacter	Ramlibacter rhizophilus
Sg_CRR933417_bin.31	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Aeromicrobium	
Sg_CRR933417_bin.32	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium	Allorhizobium sp900466945
Sg_CRR933417_bin.33	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Agrococcus	
Sg_CRR933417_bin.34	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	SCSIO-59966	SCSIO-59966	
Sg_CRR933417_bin.36	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aurantimonas	Aurantimonas coralicida
Sg_CRR933417_bin.38	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Tsuneonella	Tsuneonella sp007065885
Sg_CRR933417_bin.40	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	
Sg_CRR933417_bin.41	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Patulibacter	
Sg_CRR933417_bin.42	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Tsuneonella	Tsuneonella troitsensis
Sg_CRR933417_bin.43	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	JACDCH01	UBA9382	
Sg_CRR933417_bin.44	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	28-YEA-48	
Sg_CRR933417_bin.46	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Aliishimia	
Sg_CRR933417_bin.49	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	
Sg_CRR933417_bin.6	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	Devosia sp030177755
Sg_CRR933417_bin.7	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Geodermatophilaceae	Blastococcus	
Sg_CRR933417_bin.8	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides sp030518195
Sg_CRR933418_bin.1	Bacteria	Gemmatimonadota	Gemmatimonadetes	Longimicrobiales	Longimicrobiaceae	WHSP01	
Sg_CRR933418_bin.19	Bacteria	Bacillota_B	Moorellia	Moorellales	SLTJ01	JANLFO01	
Sg_CRR933418_bin.20	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae		
Sg_CRR933418_bin.21	Bacteria	Pseudomonadota	Alphaproteobacteria	Azospirillales	Azospirillaceae	Azospirillum	
Sg_CRR933418_bin.23	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	28-YEA-48	
Sg_CRR933418_bin.24	Bacteria	Bacillota_B	Moorellia	Moorellales	SLTJ01	JACIYD01	
Sg_CRR933418_bin.25	Bacteria	Bacillota_B	Moorellia	Moorellales	JACIYF01	JACIYF01	JACIYF01 sp014360065
Sg_CRR933418_bin.26	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Stutzerimonas	Stutzerimonas sp004010935
Sg_CRR933418_bin.27	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Pseudopontixanthobacter	
Sg_CRR933418_bin.29	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	JACDCH01	UBA9382	
Sg_CRR933418_bin.32	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseovarius	Roseovarius sp002421985
Sg_CRR933418_bin.33	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Tsuneonella	
Sg_CRR933418_bin.34	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Gillisia	
Sg_CRR933418_bin.37	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae		
Sg_CRR933418_bin.4	Bacteria	Desulfobacterota_G	Syntrophorhabdia	Syntrophorhabdales	Syntrophorhabdaceae	JAKORG01	
Sg_CRR933418_bin.40	Bacteria	Pseudomonadota	Alphaproteobacteria	DSM-16000	Inquilinaceae	JAJUFW01	
Sg_CRR933418_bin.41	Bacteria	Pseudomonadota	Alphaproteobacteria	Azospirillales	Azospirillaceae	Indioceanicola	
Sg_CRR933418_bin.42	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	
Sg_CRR933418_bin.43	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	JACDCH01	UBA9382	
Sg_CRR933418_bin.44	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Tsuneonella	
Sg_CRR933418_bin.48	Bacteria	Desulfobacterota	B13-G15	B13-G15	B13-G15	B73-G16	
Sg_CRR933418_bin.52	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Neorhizobium	
Sg_CRR933418_bin.53	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	
Sg_CRR933418_bin.6	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Microbacterium	Microbacterium sp003476465
Sg_CRR933418_bin.8	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae		
Sg_CRR933418_bin.9	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	JACDCH01	UBA9382	
Sg_CRR933419_bin.12	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodopseudomonas	
Sg_CRR933419_bin.13	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Aestuariivirgaceae		
Sg_CRR933419_bin.14	Bacteria	Gemmatimonadota	Gemmatimonadetes	Longimicrobiales	Longimicrobiaceae	WHSP01	
Sg_CRR933419_bin.15	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Methyloversatilis	Methyloversatilis discipulorum_B
Sg_CRR933419_bin.16	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Wagnerdoeblera	Wagnerdoeblera nectariphila
Sg_CRR933419_bin.19	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Pusillimonas_A	Pusillimonas_A minor
Sg_CRR933419_bin.2	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea	
Sg_CRR933419_bin.20	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Tsuneonella	
Sg_CRR933419_bin.21	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	WACF01	
Sg_CRR933419_bin.23	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Aliarcobacter	Aliarcobacter ellisii
Sg_CRR933419_bin.24	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altericroceibacterium_A	
Sg_CRR933419_bin.28	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Noviherbaspirillum	
Sg_CRR933419_bin.30	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Salinimicrobium	
Sg_CRR933419_bin.40	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium sp006226685
Sg_CRR933419_bin.41	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Primorskyibacter	
Sg_CRR933419_bin.42	Bacteria	Pseudomonadota	Alphaproteobacteria	UBA8366			
Sg_CRR933419_bin.43	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Qipengyuania	
Sg_CRR933419_bin.44	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseovarius	Roseovarius sp018066915
Sg_CRR933419_bin.45	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Stappiaceae	Pannonibacter	
Sg_CRR933419_bin.46	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Qipengyuania	
Sg_CRR933419_bin.49	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	RCIZ01	
Sg_CRR933419_bin.5	Bacteria	Pseudomonadota	Gammaproteobacteria	Immundisolibacterales	Immundisolibacteraceae	Immundisolibacter	
Sg_CRR933419_bin.50	Bacteria	Pseudomonadota	Alphaproteobacteria	Oceanibaculales	Oceanibaculaceae	Oceanibaculum	Oceanibaculum nanhaiense
Sg_CRR933419_bin.54	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	
Sg_CRR933419_bin.55	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae		
Sg_CRR933419_bin.56	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Microbacterium	
Sg_CRR933419_bin.57	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aquibium	
Sg_CRR933419_bin.59	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Geodermatophilaceae	Blastococcus	
Sg_CRR933419_bin.6	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	JACXUX01	
Sg_CRR933419_bin.68	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Alcanivoracaceae	Alloalcanivorax	
Sg_CRR933419_bin.69	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Thermohalobaculum	
Sg_CRR933419_bin.7	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Filomicrobium	
Sg_CRR933419_bin.70	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Albimonas	
Sg_CRR933419_bin.72	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	
Sg_CRR933419_bin.9	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Parasphingorhabdus	
Sg_CRR933420_bin.11	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Halopseudomonas	Halopseudomonas aestusnigri
Sg_CRR933420_bin.12	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudorhodoplanes	
Sg_CRR933420_bin.18	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	
Sg_CRR933420_bin.20	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurospirillaceae	UBA6810	UBA6810 sp002742765
Sg_CRR933420_bin.21	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alishewanella	
Sg_CRR933420_bin.23	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseovarius	Roseovarius mucosus
Sg_CRR933420_bin.24	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	DSM-6294	Venatoribacter	
Sg_CRR933420_bin.26	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Quisquiliibacterium	
Sg_CRR933420_bin.27	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas sp001794825
Sg_CRR933420_bin.30	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	JAIYDJ01	
Sg_CRR933420_bin.31	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Porticoccaceae	JAGPUQ01	
Sg_CRR933420_bin.32	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseovarius	
Sg_CRR933420_bin.33	Bacteria	Pseudomonadota	Gammaproteobacteria	Nevskiales	Nevskiaceae	Hydrocarboniphaga	
Sg_CRR933420_bin.34	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	UBA6211	UBA6211 sp020723015
Sg_CRR933420_bin.38	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	JAMJFX01	JAMJFX01 sp023544865
Sg_CRR933420_bin.40	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	
