MAG,Domain,Phylum,Class,Order,Family,Genus,Species
Sg_CRR933318_bin.29,Archaea,Thermoplasmatota,B47-G6,B47-G6B,47-G6,B47-G6,Unassigned
Sg_CRR933321_bin.42,Archaea,Iainarchaeota,Iainarchaeia,Iainarchaeales,SKW153,SKW153,Unassigned
Sg_CRR933322_bin.36,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoculleaceae,Methanoculleus,Methanoculleus sp030019085
Sg_CRR933400_bin.1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,Unassigned
Sg_CRR933403_bin.10,Archaea,Methanobacteriota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Unassigned
Sg_CRR933403_bin.11,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,UBA472,UBA472,UBA472 sp8940u
Sg_CRR933403_bin.20,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanofollaceae,Methanofollis,Methanofollis liminatans
Sg_CRR933403_bin.7,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina sp8098u
Sg_CRR933403_bin.9,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanocorpusculaceae,Methanocalculus,Unassigned
Sg_CRR933410_bin.18,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,DSM-23052,Methanothermobacter_A,Methanothermobacter_A sp001507955
Sg_CRR933411_bin.5,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomethylophilaceae,JAQUUA01,Unassigned
Sg_CRR933412_bin.30,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanolobus,Unassigned
Sg_CRR933418_bin.11,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,DSM-23052,Methanothermobacter_A,Methanothermobacter_A sp001507955
Sg_CRR933422_bin.2,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,WYZ-LMO2,Unassigned
Sg_CRR933422_bin.28,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Desulfurococcaceae,Thermosphaera,Thermosphaera aggregans_B
Sg_CRR933422_bin.30,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,NBVN01,Zestosphaera,Unassigned
Sg_CRR933422_bin.46,Archaea,Aenigmatarchaeota,Aenigmatarchaeia,CG10238-14,SpSt-28,SpSt-28,Unassigned
Sg_CRR933423_bin.70,Archaea,Thermoproteota,Thermoprotei,Thermofilales,Thermofilaceae,Thermofilum,Thermofilum adornatum
Sg_CRR933432_bin.100,Archaea,Halobacteriota,Methanosarcinia,Methanotrichales,Methanotrichaceae,Methanocrinis,Unassigned
Sg_CRR933432_bin.230,Archaea,Micrarchaeota,Micrarchaeia,Anstonellales,JAHKLY01,JAHKLY01,JAHKLY01 sp020854825
Sg_CRR933432_bin.293,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanothermobacteraceae,Methanothermobacter,Methanothermobacter marburgensis
Sg_CRR933432_bin.318,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Unassigned
Sg_CRR933432_bin.40,Archaea,Methanobacteriota,Thermococci,Methanofastidiosales,NM3,JAHKLV01,JAHKLV01 sp020854925
Sg_CRR933432_bin.67,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,UBA119,Unassigned,Unassigned
Sg_CRR933433_bin.19,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,DSM-23052,Methanothermobacter_A,Methanothermobacter_A sp030055615
Sg_CRR933433_bin.2,Archaea,Thermoproteota,Methanomethylicia,Methanomethylicales,Methanomethylicaceae,Methanosuratincola,Methanosuratincola petrocarbonis
Sg_CRR933433_bin.5,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanothermobacteraceae,Methanothermobacter,Methanothermobacter wolfei
Sg_CRR933433_bin.57,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanomethylovorans,Methanomethylovorans sp014361205
Sg_CRR933434_bin.51,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,DSM-23052,Methanothermobacter_A,Methanothermobacter_A sp003584625
Sg_CRR933438_bin.5,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanolinea_A,Methanolinea_A sp030019395
Sg_CRR933440_bin.103,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanolinea_A,Methanolinea_A sp029547605
Sg_CRR933440_bin.111,Archaea,Thermoproteota,Bathyarchaeia,TCS64,TCS64,UBA8941,Unassigned
Sg_CRR933440_bin.165,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,GW2011-AR1,RBG-13-33-26,Unassigned
Sg_CRR933440_bin.201,Archaea,Halobacteriota,Methanosarcinia,Methanotrichales,Methanotrichaceae,JAAEEW01,Unassigned
Sg_CRR933440_bin.218,Archaea,Halobacteriota,Methanosarcinia,Methanotrichales,Methanotrichaceae,Methanothrix,Unassigned
Sg_CRR933440_bin.235,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,UBA472,UBA472,Unassigned
Sg_CRR933440_bin.58,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,UBA117,Unassigned
Sg_CRR933440_bin.79,Archaea,Methanobacteriota,Thermococci,Methanofastidiosales,Methanofastidiosaceae,Methanofastidiosum,Unassigned
Sg_CRR933440_bin.81,Archaea,Halobacteriota,Methanosarcinia,Methanotrichales,Methanotrichaceae,Methanothrix_B,Unassigned
Sg_CRR933440_bin.93,Archaea,Halobacteriota,Methanosarcinia,Methanotrichales,Methanotrichaceae,Methanothrix,Methanothrix sp002067755
Sg_CRR933441_bin.119,Archaea,Iainarchaeota,Iainarchaeia,CSSED10-239,CSSED10-239,Forterrea,Unassigned
Sg_CRR933441_bin.131,Archaea,Halobacteriota,Methanosarcinia,Methanotrichales,Methanotrichaceae,Methanocrinis,Unassigned
Sg_CRR933441_bin.135,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Unassigned,Unassigned
Sg_CRR933441_bin.138,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanolinea_A,Methanolinea_A sp002067155
Sg_CRR933441_bin.139,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_D,Methanobacterium_D sp030017655
Sg_CRR933441_bin.168,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_F,Methanobacterium_F alkalithermotolerans
Sg_CRR933441_bin.188,Archaea,Methanobacteriota,Thermococci,Methanofastidiosales,Methanofastidiosaceae,Methanofastidiosum,Methanofastidiosum sp001587575
Sg_CRR933441_bin.202,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,UBA472,UBA472,Unassigned
Sg_CRR933441_bin.52,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Unassigned
Sg_CRR933441_bin.53,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanofollaceae,Methanofollis,Unassigned
Sg_CRR933441_bin.55,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomethylophilaceae,JAQUUA01,Unassigned
Sg_CRR933441_bin.98,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_F,Unassigned
Sg_SRR10302631_bin.4,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanolobus,Methanolobus zinderi
Sg_SRR10598174_bin.1,Archaea,Nanoarchaeota,Nanoarchaeia,SCGC-AAA011-G17,PNOQ01,JAHJUI01,JAHJUI01 sp018829185
Sg_SRR10598174_bin.5,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SM23-78,SM23-78,SM23-78 sp018819305
Sg_SRR10598174_bin.9,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GCA-2686295,GCA-2686295,GCA-2686295 sp018819065
Sg_SRR1290764_bin.33,Archaea,Halobacteriota,Methanosarcinia,Methanotrichales,Methanotrichaceae,Methanocrinis,Methanocrinis sp001602645
Sg_SRR1290767_bin.14,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanoregula,Methanoregula sp11803u
Sg_SRR1290772_bin.17,Archaea,Halobacteriota,Methanosarcinia,Methanotrichales,Methanotrichaceae,Methanothrix,Methanothrix sp002498745
Sg_SRR1290774_bin.8,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium subterraneum
Sg_SRR13192684_bin.26,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanocorpusculaceae,Methanocorpusculum,Unassigned
Sg_SRR13427962_bin.15,Archaea,Micrarchaeota,Micrarchaeia,CAILAH01,CAILAH01,Unassigned,Unassigned
Sg_SRR13427962_bin.23,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,UBA119,Unassigned,Unassigned
Sg_SRR13427962_bin.28,Archaea,Iainarchaeota,Iainarchaeia,Iainarchaeales,JAAZKV01,JABIDZ01,Unassigned
Sg_SRR13427962_bin.29,Archaea,Micrarchaeota,Micrarchaeia,Anstonellales,JAHKLY01,JAHKLY01,Unassigned
Sg_SRR13427962_bin.4,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,GW2011-AR1,Unassigned,Unassigned
Sg_SRR13427963_bin.4,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Unassigned,Unassigned
Sg_SRR13427965_bin.27,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoculleaceae,Methanoculleus,Methanoculleus marisnigri_B
Sg_SRR13427967_bin.26,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanolobus,Unassigned
Sg_SRR13427967_bin.29,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanolobus,Methanolobus psychrotolerans
Sg_SRR1976948_bin.3,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium formicicum
Sg_SRR1977249_bin.18,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanocorpusculaceae,Methanocalculus,Methanocalculus sp9912u
Sg_SRR1977249_bin.7,Archaea,Halobacteriota,Methanosarcinia,Methanotrichales,Methanotrichaceae,Methanocrinis,Methanocrinis harundinacea_D
Sg_SRR1977357_bin.1,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,Archaeoglobus fulgidus
Sg_SRR1977365_bin.2,Archaea,Methanobacteriota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus_A,Thermococcus_A sibiricus
Sg_SRR21291827_bin.3,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanocorpusculaceae,Methanocalculus,Unassigned
Sg_SRR21291828_bin.2,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanoregula,Unassigned
Sg_SRR21291829_bin.2,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanocorpusculaceae,Methanocalculus,Unassigned
Sg_SRR21291829_bin.4,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,MTP4,MTP4 sp9310u
Sg_SRR21291831_bin.2,Archaea,Halobacteriota,Methanosarcinia,Methanotrichales,Methanotrichaceae,Methanocrinis,Unassigned
Sg_SRR21291831_bin.3,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanocorpusculaceae,Methanocalculus,Unassigned
Sg_SRR21291832_bin.3,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Unassigned
Sg_SRR21291832_bin.4,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum,Unassigned
Sg_SRR21291833_bin.1,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanocorpusculaceae,Methanocalculus,Unassigned
Sg_SRR21291833_bin.2,Archaea,Halobacteriota,Methanosarcinia,Methanotrichales,Methanotrichaceae,Methanocrinis,Unassigned
Sg_SRR21291833_bin.4,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanoregula,Unassigned
Sg_SRR23823797_bin.2,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanolobus,Methanolobus sp030154025
Sg_SRR23823835_bin.4,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoculleaceae,Methanoculleus,Methanoculleus sp030446015
Sg_SRR23823838_bin.5,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,UBA119,UBA119,UBA119 sp030156615
Sg_SRR23823851_bin.13,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,WYZ-LMO2,WYZ-LMO2 sp030153385
Sg_SRR23823851_bin.18,Archaea,Halobacteriota,Archaeoglobi,Mnemosynellales,Mnemosynellaceae,Mnemosynella,Mnemosynella bozhongmuii
Sg_SRR23823852_bin.7,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoculleaceae,Methanoculleus,Methanoculleus sp030446015
Sg_SRR23823855_bin.4,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales_A,Methermicoccaceae,Methermicoccus,Methermicoccus shengliensis
Sg_SRR23823868_bin.15,Archaea,Methanobacteriota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus sp030156945
Sg_SRR23823868_bin.23,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium sp000499765
Sg_SRR23823869_bin.4,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomethylophilaceae,UBA9915,UBA9915 sp9915u
Sg_SRR23823870_bin.25,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanohalophilus,Methanohalophilus sp030156785
Sg_SRR23823871_bin.10,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,JASKKU01,JASKKU01,JASKKU01 sp030154045
Sg_SRR23823872_bin.1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanothermobacteraceae,Methanothermobacter,Methanothermobacter thermautotrophicus
Sg_SRR23823873_bin.6,Archaea,Iainarchaeota,Iainarchaeia,JAADDC01,JAADDC01,SZUA-1452,SZUA-1452 sp030445695
Sg_SRR24974066_bin.11,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanomethylovorans,Methanomethylovorans hollandica
Sg_SRR24974066_bin.12,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanolobus,Methanolobus sp016278385
Sg_SRR24974067_bin.5,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanolobus,Methanolobus sp016278365
Sg_SRR29635773_bin.20,Archaea,Hadarchaeota,Hadarchaeia,Hadarchaeales,Unassigned,Unassigned,Unassigned
Sg_SRR29635773_bin.7,Archaea,Thermoplasmatota,DTKX01,DTKX01,Unassigned,Unassigned,Unassigned
Sg_SRR29635774_bin.23,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera,Unassigned
Sg_SRR29635775_bin.1,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera,Unassigned
Sg_SRR29635776_bin.1,Archaea,Micrarchaeota,Micrarchaeia,Anstonellales,Bilamarchaeaceae,JAHJBR01,Unassigned
Sg_SRR29635779_bin.28,Archaea,Micrarchaeota,Micrarchaeia,Anstonellales,Bilamarchaeaceae,Bilamarchaeum,Unassigned
Sg_SRR29635780_bin.13,Archaea,Thermoplasmatota,JASEFT01,JASEFT01,JASEFT01,JASEFT01,Unassigned
Sg_SRR29635780_bin.19,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosotenuis,Unassigned
Sg_SRR5279630_bin.13,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei
Sg_SRR5279630_bin.8,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanolobus,Methanolobus tindarius
Sg_SRR5279631_bin.13,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanolobus,Methanolobus vulcani
Sg_SRR5279631_bin.5,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina spelaei
Sg_SRR5279631_bin.7,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanomicrobium,Methanomicrobium antiquum
Sg_SRR5352271_bin.3,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,WYZ-LMO2,Unassigned
Sg_SRR5352272_bin.3,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,Unassigned
Sg_SRR6186653_bin.21,Archaea,Halobacteriota,Methanosarcinia,Methanotrichales,Methanotrichaceae,Methanothrix_B,Methanothrix_B sp029907715
Sg_SRR6186653_bin.24,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanothermobacteraceae,Methanothermobacter,Methanothermobacter marburgensis
Sg_SRR6186653_bin.27,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,DSM-23052,Methanothermobacter_A,Methanothermobacter_A tenebrarum_A
Sg_SRR6186653_bin.33,Archaea,Methanobacteriota,Thermococci,Methanofastidiosales,Methanofastidiosaceae,Methanofastidiosum,Methanofastidiosum sp013178285
Sg_SRR6186653_bin.49,Archaea,Thermoproteota,Methanomethylicia,Methanomethylicales,Methanomethylicaceae,Methanosuratincola,Methanosuratincola subterraneus
Sg_SRR6186653_bin.50,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,UBA472,MVRC01,MVRC01 sp013415865
Sg_SRR6186653_bin.66,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_A,Methanobacterium_A sp002067325
Sg_SRR6186653_bin.67,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium sp013403005
Sg_SRR6186653_bin.82,Archaea,Halobacteriota,Methanosarcinia,Methanotrichales,Methanotrichaceae,Methanothrix_B,Methanothrix_B thermoacetophila
Sg_SRR6186653_bin.94,Archaea,Halobacteriota,Methanosarcinia,Methanotrichales,Methanotrichaceae,JABLXE01,JABLXE01 sp013178225
Sg_SRR6976411_bin.1,Archaea,Aenigmatarchaeota,Aenigmatarchaeia,Aenigmatarchaeales,Aenigmatarchaeaceae,JAHIDZ01,JAHIDZ01 sp018901755
Sg_SRR6976411_bin.12,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanoperedenaceae,Methanoperedens,Methanoperedens sp018900975
Sg_SRR6976411_bin.15,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,GW2011-AR1,JAHIHG01,JAHIHG01 sp018898425
Sg_SRR6976411_bin.22,Archaea,Aenigmatarchaeota,Aenigmatarchaeia,Aenigmatarchaeales,Aenigmatarchaeaceae,JAHIEG01,JAHIEG01 sp018901655
Sg_SRR6976411_bin.25,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanoperedenaceae,Methanoperedens,Methanoperedens sp018899795
Sg_SRR6976411_bin.30,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,GW2011-AR1,JAHIEH01,JAHIEH01 sp018901675
Sg_SRR6976411_bin.39,Archaea,Thermoplasmatota,JASEFT01,JASEFT01,JAUWIS01,JASEEW01,Unassigned
Sg_SRR6976411_bin.4,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,GW2011-AR1,JAGVXH01,JAGVXH01 sp018901375
Sg_SRR6976411_bin.42,Archaea,Aenigmatarchaeota,Aenigmatarchaeia,Aenigmatarchaeales,DAIDAN01,DAIDAN01,Unassigned
Sg_SRR6976411_bin.8,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,GW2011-AR1,JAHIEM01,JAHIEM01 sp018901625
Sg_SRR7193715_bin.3,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_F,Methanobacterium_F sp019084405
Sg_SRR942928_bin.31,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,UBA9949,Unassigned
Sg_SRR942928_bin.56,Archaea,Halobacteriota,Methanosarcinia,Methanotrichales,Methanotrichaceae,Methanocrinis,Methanocrinis harundinaceus
Sg_SRR943317_bin.5,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoculleaceae,Methanoculleus,Methanoculleus sp002497965
Sg_SRR943318_bin.20,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,SD8,SD8 sp002509485
Sg_SRR9644739_bin.22,Archaea,Aenigmatarchaeota,Aenigmatarchaeia,Aenigmatarchaeales,DAIDAN01,DAIDAN01,Unassigned
Sg_SRR9644742_bin.1,Archaea,Thermoplasmatota,Thermoplasmata,SG8-5,SG8-5,UBA147,UBA147 sp013791785
Sg_Unknown_BV499-003R0001_good_bin.1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halovenus,Unassigned
Sg_Unknown_BV499-003R0001_good_bin.10,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Unassigned,Unassigned
Sg_Unknown_BV499-003R0001_good_bin.11,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halolamina,Unassigned
Sg_Unknown_BV499-003R0001_good_bin.12,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Unassigned
Sg_Unknown_BV499-003R0001_good_bin.14,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halopenitus,Halopenitus malekzadehii
Sg_Unknown_BV499-003R0001_good_bin.15,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Unassigned
Sg_Unknown_BV499-003R0001_good_bin.17,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Unassigned
Sg_Unknown_BV499-003R0001_good_bin.18,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Unassigned
Sg_Unknown_BV499-003R0001_good_bin.2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,Unassigned
Sg_Unknown_BV499-003R0001_good_bin.22,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas sp013839515
Sg_Unknown_BV499-003R0001_good_bin.23,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halanaeroarchaeum,Unassigned
Sg_Unknown_BV499-003R0001_good_bin.25,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Unassigned
Sg_Unknown_BV499-003R0001_good_bin.28,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halodesulfurarchaeum,Unassigned
Sg_Unknown_BV499-003R0001_good_bin.29,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halodesulfurarchaeum,Unassigned
Sg_Unknown_BV499-003R0001_good_bin.3,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Unassigned,Unassigned
Sg_Unknown_BV499-003R0001_good_bin.33,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Unassigned,Unassigned
Sg_Unknown_BV499-003R0001_good_bin.37,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halanaeroarchaeum,Unassigned
Sg_Unknown_BV499-003R0001_good_bin.41,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Unassigned,Unassigned
Sg_Unknown_BV499-003R0001_good_bin.48,Archaea,Nanohaloarchaeota,Nanosalinia,Nanosalinales,Nanosalinaceae,M3-22,Unassigned
Sg_Unknown_BV499-003R0001_good_bin.49,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium bonnevillei
Sg_Unknown_BV499-003R0001_good_bin.5,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Unassigned
Sg_Unknown_BV499-003R0001_good_bin.50,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Unassigned,Unassigned
Sg_Unknown_BV499-003R0002_good_bin.15,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Salinibaculum,Unassigned
Sg_Unknown_BV499-003R0002_good_bin.16,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Unassigned
Sg_Unknown_BV499-003R0002_good_bin.17,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halanaeroarchaeum,Unassigned
Sg_Unknown_BV499-003R0002_good_bin.18,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Unassigned
Sg_Unknown_BV499-003R0002_good_bin.2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halanaeroarchaeum,Unassigned
Sg_Unknown_BV499-003R0002_good_bin.22,Archaea,Halobacteriota,Methanonatronarchaeia,Methanonatronarchaeales,Methanonatronarchaeaceae,PZKD01,Unassigned
Sg_Unknown_BV499-003R0002_good_bin.24,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halomicrobium,Unassigned
Sg_Unknown_BV499-003R0002_good_bin.30,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Unassigned
Sg_Unknown_BV499-003R0002_good_bin.31,Archaea,Nanohaloarchaeota,Nanosalinia,Nanosalinales,Nanosalinaceae,B1-Br10-U2g21,Unassigned
Sg_Unknown_BV499-003R0002_good_bin.32,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Unassigned,Unassigned
Sg_Unknown_BV499-003R0002_good_bin.35,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Unassigned
Sg_Unknown_BV499-003R0002_good_bin.36,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas gomsonensis
Sg_Unknown_BV499-003R0002_good_bin.4,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Unassigned
Sg_Unknown_BV499-003R0002_good_bin.40,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Unassigned,Unassigned
Sg_Unknown_BV499-003R0002_good_bin.41,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,XH8,Unassigned
Sg_Unknown_BV499-003R0002_good_bin.42,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halanaeroarchaeum,Unassigned
Sg_Unknown_BV499-003R0002_good_bin.43,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Unassigned,Unassigned
